trail_id,summer_temp,winter_temp,annual_rain,annual_snow
10001420,20.8,-13.496,927.21,153.678
10009813,23.4,-14.5,927.21,153.678
10342865,23,-14,955.82,149.891
10309573,20.8,-13.592,927.21,153.678
10347976,22.4,-14.5,944.05,154.056
10008569,20.8,-13.592,927.21,153.678
10352558,20.9,-13.396,927.21,153.678
10258966,22.3,-14.6,927.21,153.678
10030292,22.8,-14.2,944.05,154.056
10276731,22.8,-14.2,927.21,153.678
10003725,25.496,-16.496,944.05,154.056
10000372,21.3,-13.092,955.82,149.891
10352247,22.7,-14.3,927.21,153.678
10282890,21.3,-13.092,955.82,149.891
10028045,20.9,-13.396,927.21,153.678
10012463,22.9,-14.1,944.05,154.056
10012701,22.1,-14.8,927.21,153.678
10354104,22.9,-14.1,944.05,154.056
10235846,21.3,-13.092,955.82,149.891
10338973,25.496,-16.496,944.05,154.056
10009227,23.396,-14.596,927.21,153.678
10347950,22.2,-14.7,927.21,153.678
10016643,22.8,-14.2,927.21,153.678
10346860,20.7,-13.692,927.21,153.678
10357220,22.9,-14,955.82,149.891
10003185,22.9,-14.1,944.05,154.056
10326985,20.8,-13.592,927.21,153.678
10015481,23,-13.9,955.82,149.891
10336808,23,-14,955.82,149.891
10312233,23,-14,955.82,149.891
10347623,20.7,-13.596,927.21,153.678
10301297,20.8,-13.592,927.21,153.678
10011904,23,-14,955.82,149.891
10258982,22.2,-14.7,927.21,153.678
10002084,23.396,-14.596,927.21,153.678
10357489,23,-13.9,955.82,149.891
10259002,19.596,-10.5,1030.64,126.896
10258959,23,-13.9,955.82,149.891
10512851,23,-14,955.82,149.891
10376701,26.396,-15.892,955.82,149.891
10290536,23,-14.6,944.05,154.056
10344064,22.9,-14,955.82,149.891
10531584,21.3,-13.092,955.82,149.891
10004090,23.4,-14.5,927.21,153.678
10006506,19.596,-10.5,1030.64,126.896
10009723,23,-14,955.82,149.891
10258651,22.9,-14,944.05,154.056
10330013,22.2,-14.7,927.21,153.678
10033568,25.496,-16.496,944.05,154.056
10444304,23,-14,955.82,149.891
10477761,23,-13.9,944.05,154.056
10012522,21.2,-13.096,955.82,149.891
10003798,20.7,-13.596,927.21,153.678
10006288,23.496,-14.496,927.21,153.678
10357245,23.496,-14.496,927.21,153.678
10258953,22.9,-14,955.82,149.891
10355503,25.996,-15.996,955.82,149.891
10012262,20.8,-13.592,927.21,153.678
10005747,19.6,-10.5,1030.64,126.896
10539067,21.3,-13.092,955.82,149.891
10006592,23.496,-14.496,927.21,153.678
10338365,20.9,-13.492,927.21,153.678
10324476,25.3,-16.996,944.05,154.056
10526285,21.3,-13.092,955.82,149.891
10290169,23.2,-13.8,944.05,154.056
10340472,23,-13.9,955.82,149.891
10042693,20.9,-13.396,927.21,153.678
10477074,22.4,-14.5,944.05,154.056
10376686,25.9,-16,955.82,149.891
10263509,23,-13.9,955.82,149.891
10376706,25.996,-15.996,955.82,149.891
10011991,19.6,-10.5,1030.64,126.896
10419277,22.8,-14.2,927.21,153.678
10505598,25.8,-16.1,955.82,149.891
10350967,23.5,-14.4,944.05,154.056
10001379,23.496,-14.496,927.21,153.678
10372065,20.8,-13.592,927.21,153.678
10330014,22.2,-14.7,927.21,153.678
10531734,22.1,-14.8,927.21,153.678
10526284,20.8,-13.592,927.21,153.678
10477083,22.8,-14.1,927.21,153.678
10001291,19.496,-10.6,1030.64,126.896
10008622,20.8,-13.592,927.21,153.678
10259006,19.596,-10.5,1030.64,126.896
10259003,19.496,-10.6,1030.64,126.896
10376696,26.296,-15.992,955.82,149.891
10267407,23,-14,955.82,149.891
10236223,21.7,-19.7,516.16,148.911
10012657,21.8,-19.6,547.07,159.985
10006085,20.296,-20.996,549.13,165.165
10003143,20.296,-20.996,549.13,165.165
10269389,28.9,-27.1,603.6,129.059
10269392,29.1,-26.9,603.6,129.059
10032691,28.9,-27.3,603.6,129.059
10269394,29,-26.596,603.6,129.059
10021579,29.1,-26.9,592.6,124.369
10357581,29,-26.592,603.6,129.059
10233735,28.796,-28.196,580.61,117.565
10265487,35,-10.896,1064.08,37.009
10030475,35,-10.896,1076.66,34.86
10005697,27.7,-21.396,320.61,225.113
10012848,30.7,-19.6,480.99,340.011
10241534,27.5,-21.592,320.61,225.113
10000669,24.196,-24.3,315.66,345.954
10241253,24.196,-24.3,315.66,345.954
10027388,27.8,-22.5,320.61,225.113
10283805,24.196,-24.396,315.66,345.954
10012004,27.6,-21.492,320.61,225.113
10263769,30.796,-19.596,480.99,340.011
10038233,24.196,-24.3,315.66,345.954
10235887,27.7,-21.396,320.61,225.113
10271699,24.196,-24.3,315.66,345.954
10274946,27.6,-21.496,320.61,225.113
10035600,31.2,-19.496,480.99,340.011
10003785,27.6,-21.492,320.61,225.113
10002912,25.8,-23.296,309.34,389.648
10036124,31.3,-19.496,472.72,212.268
10011534,27.5,-23.496,322.04,298.83
10031320,27.3,-23.696,322.04,298.83
10037163,27.7,-22.996,320.61,225.113
10038315,28.4,-21.896,311.17,314.363
10235884,27.5,-21.592,320.61,225.113
10027387,27.6,-21.496,320.61,225.113
10039723,27.8,-24.396,322.04,298.83
10038226,30.9,-19.796,472.72,212.268
10034098,31.2,-19.496,480.99,340.011
10017589,27,-22.992,309.34,389.648
10376356,28.9,-21.092,480.99,340.011
10036121,24.196,-24.3,315.66,345.954
10235872,27.7,-21.396,320.61,225.113
10240701,24.196,-24.396,315.66,345.954
10235859,31.3,-19.496,472.72,212.268
10032775,29.7,-20.596,311.17,314.363
10376354,29,-20.996,480.99,340.011
10249485,27.5,-23.496,389.5,448.637
10294736,28.5,-21.896,311.17,314.363
10011771,29,-20.996,480.99,340.011
10006569,25.8,-23.296,309.34,389.648
10241211,31.2,-19.496,472.72,212.268
10235892,27.5,-23.496,322.04,298.83
10041288,29,-22.496,344.94,194.964
10031310,29.9,-21,472.72,212.268
10235860,31.3,-19.496,472.72,212.268
10289090,31.1,-19.696,472.72,212.268
10254236,27.1,-22.796,309.34,389.648
10003887,27.5,-23.496,322.04,298.83
10013265,28,-22.4,320.61,225.113
10017113,29.3,-21.696,458.23,244.349
10009684,31.3,-19.396,472.72,212.268
10281176,31.2,-19.496,480.99,340.011
10042208,31.1,-19.696,472.72,212.268
10036122,28.396,-22.496,302.84,167.909
10039716,27.9,-22.4,320.61,225.113
10005563,29.2,-21.896,458.23,244.349
10013134,27.5,-23.496,322.04,298.83
10264124,28.2,-22.1,302.84,167.909
10031960,27.5,-23.496,322.04,298.83
10031955,27.4,-21.696,389.5,448.637
10034097,29,-22.496,344.94,194.964
10235891,27.5,-23.496,322.04,298.83
10301762,27.1,-21.996,389.5,448.637
10028603,27.7,-21.296,313.94,282.331
10264163,26.6,-23.7,311.17,314.363
10012097,29.3,-21.696,458.23,244.349
10287797,25.8,-23.296,309.34,389.648
10266414,30.3,-20.288,458.23,244.349
10235888,27.5,-23.496,322.04,298.83
10349003,27.6,-21.496,320.61,225.113
10033837,28,-22.296,311.17,314.363
10350237,25.5,-23.2,309.34,389.648
10011788,27.8,-22.5,320.61,225.113
10235906,27.9,-22.4,320.61,225.113
10016776,27.2,-24.196,389.5,448.637
10035609,27.3,-23.696,322.04,298.83
10263325,31.2,-19.496,472.72,212.268
10263342,30.4,-18.3,459.03,401.163
10290940,27.5,-23.496,322.04,298.83
10290937,27.5,-23.496,322.04,298.83
10042220,28.5,-23.7,302.84,167.909
10035603,26.796,-23.696,352.09,285.418
10007651,28.3,-22.1,302.84,167.909
10235901,29,-22.496,344.94,194.964
10039709,29,-22.496,344.94,194.964
10013890,26.796,-23.696,352.09,285.418
10291009,27.4,-23.5,322.04,298.83
10026859,27,-21.9,311.17,314.363
10235900,29,-22.496,344.94,194.964
10036123,28.596,-23.6,302.84,167.909
10011486,27.6,-21.492,320.61,225.113
10018445,29.5,-21.992,410.24,344.568
10290181,27.5,-23.496,322.04,298.83
10033012,27.5,-23.496,322.04,298.83
10035599,31.3,-19.396,472.72,212.268
10037155,31.1,-19.696,506.36,265.657
10381279,24.196,-24.3,315.66,345.954
10235909,31.3,-19.396,472.72,212.268
10290935,27.5,-23.496,322.04,298.83
10030543,25.8,-20.1,239.5,356.79
10005155,27.5,-23.496,322.04,298.83
10031962,27.9,-24.892,319.37,225.554
10271983,31.3,-19.496,472.72,212.268
10326273,24.8,-24.5,309.34,389.648
10004411,29.9,-21,472.72,212.268
10263320,29.2,-21.796,458.23,244.349
10027448,27.4,-21.5,311.17,314.363
10005020,26.796,-23.696,352.09,285.418
10259215,27.6,-21.3,311.17,314.363
10001949,27.2,-24.196,389.5,448.637
10038232,29,-20.996,480.99,340.011
10376353,29,-20.996,480.99,340.011
10263321,30.6,-19.988,458.23,244.349
10271984,31.3,-19.496,472.72,212.268
10273117,29.3,-21.696,458.23,244.349
10290936,27.5,-23.496,322.04,298.83
10029725,27.7,-21.296,313.94,282.331
10333798,27.6,-21.496,320.61,225.113
10000491,27.6,-24.196,322.04,298.83
10317068,31.2,-19.596,471.1,277.368
10377845,28.5,-21.4,255.95,344.82
10318861,29,-20.996,480.99,340.011
10376344,29.496,-22,410.24,344.568
10037153,29,-22.496,344.94,194.964
10287969,30.3,-20.096,311.17,314.363
10334016,30.2,-20.896,458.23,244.349
10263336,31.1,-19.592,506.36,265.657
10366671,29.496,-22,410.24,344.568
10270721,26.796,-23.696,352.09,285.418
10490351,27.6,-24.196,322.04,298.83
10376345,29.496,-22,410.24,344.568
10031948,30.9,-19.896,472.72,212.268
10270943,29.5,-21.992,410.24,344.568
10259216,27.4,-21.5,311.17,314.363
10381285,30.396,-20.192,458.23,244.349
10035416,25.7,-20.2,239.5,356.79
10263333,31.1,-19.592,506.36,265.657
10005605,28.5,-20.496,459.03,401.163
10418476,27.7,-22.996,320.61,225.113
10005832,31.3,-19.496,472.72,212.268
10263339,30.4,-18.3,459.03,401.163
10258674,27,-21.9,311.17,314.363
10001820,26.8,-23.896,352.09,285.418
10290934,27.5,-23.496,322.04,298.83
10004766,27.8,-24.4,322.04,298.83
10271947,27.1,-21.896,311.17,314.363
10342981,26.8,-23.6,352.09,285.418
10004778,27.2,-24.196,389.5,448.637
10271950,27.7,-21.296,313.94,282.331
10271949,27.7,-21.296,313.94,282.331
10483794,30,-22.1,404.83,297.899
10294628,31.1,-19.596,471.1,277.368
10478760,31.1,-19.592,506.36,265.657
10236212,25,-22.396,163.05,129.115
10006002,25.3,-22,163.05,129.115
10026784,25.4,-21.996,163.05,129.115
10261421,39.096,-3.8,98.33,8.071
10032993,32.296,-16,135.54,91.623
10309295,25.3,-22,163.05,129.115
10258133,32.7,-15.5,117.85,87.815
10236215,29.296,-18,163.05,129.115
10309294,25.3,-22,163.05,129.115
10313540,29.296,-18,163.05,129.115
10024320,30.796,-16.796,193.93,123.011
10309296,25.3,-22,163.05,129.115
10309297,25.3,-22,163.05,129.115
10028528,31.3,-16.496,193.93,123.011
10270278,38.5,-4.3,98.33,8.071
10236198,25.3,-22,163.05,129.115
10027382,32.1,-16.1,153.38,112.504
10026785,29.1,-18.496,163.05,129.115
10111533,32.2,-16,135.54,91.623
10313538,28.6,-18.796,163.05,129.115
10313543,28.9,-18.496,163.05,129.115
10307901,29.096,-18.2,163.05,129.115
10313599,28.9,-18.496,163.05,129.115
10402715,34.9,-6.296,107.84,16.8
10313536,29.296,-18,163.05,129.115
10032668,37.4,-4.896,275.69,13.755
10020405,37.7,-4.596,256.82,13.265
10037870,38.9,-3.5,237.23,12.11
10236113,38,-4.5,275.69,13.755
10034813,36.8,-4.896,240,11.214
10263365,37.7,-4.596,256.82,13.265
10324970,37.1,-5.196,254.24,14.798
10269986,37.7,-4.596,275.69,13.755
10033597,22.4,-14.096,1399.33,50.547
10239649,22.4,-14.096,1399.33,50.547
10026405,31.2,-7,1268.43,36.218
10240984,31.6,-7.196,1166.87,32.389
10233969,31.1,-7.2,1268.43,36.218
10042720,26.4,-9.9,1399.33,50.547
10029227,30.9,-7.3,1268.43,36.218
10281044,31.1,-7.2,1268.43,36.218
10032536,29.5,-7.696,1244.1,43.785
10034655,22.4,-14.096,1399.33,50.547
10028063,31.296,-6.3,1580.72,30.604
10026408,31.6,-7.196,1166.87,32.389
10032538,24.9,-11.4,1399.33,50.547
10302565,31.2,-7,1268.43,36.218
10030322,29.6,-8,1244.1,43.785
10111323,29.5,-7.696,1244.1,43.785
10037754,31.8,-6.996,1166.87,32.389
10030852,32.496,-5.6,1294.98,26.215
10033602,30.3,-7.096,1268.43,36.218
10111483,22.4,-14.096,1399.33,50.547
10111306,26.9,-10.2,1399.33,50.547
10028071,31.3,-6.9,1268.43,36.218
10239506,24.396,-12,1399.33,50.547
10258452,24.396,-12,1399.33,50.547
10030314,22.4,-14.096,1399.33,50.547
10313370,31.2,-7,1268.43,36.218
10240347,31.2,-7,1268.43,36.218
10036690,27.4,-9.2,1399.33,50.547
10268015,25.6,-10.7,1399.33,50.547
10257709,28.9,-8.7,1081.77,32.319
10037743,30.2,-7.196,1311.68,45.556
10111166,22.5,-13.996,1399.33,50.547
10111674,30.7,-7.6,1268.43,36.218
10033598,31.1,-7.2,1268.43,36.218
10247003,22.4,-14.096,1399.33,50.547
10111988,29.4,-8.2,1412.21,26.362
10034661,30.6,-7.6,1268.43,36.218
10287515,31.8,-5.796,1294.98,26.215
10258640,25.7,-10.6,1399.33,50.547
10029231,29.4,-8.2,1412.21,26.362
10350178,22.4,-14.096,1399.33,50.547
10029206,32.496,-5.6,1294.98,26.215
10015682,32.496,-5.6,1294.98,26.215
10258639,23.7,-12.796,1399.33,50.547
10259218,24.396,-12,1399.33,50.547
10253737,31,-7.3,1268.43,36.218
10398300,31.2,-7,1268.43,36.218
10264326,31.096,-6.5,1268.43,36.218
10291425,31.996,-5.6,1294.98,26.215
10111184,26.1,-10.2,1399.33,50.547
10235708,30.2,-7.196,1311.68,45.556
10302284,32.496,-5.6,1294.98,26.215
10111285,29.6,-8,1244.1,43.785
10293654,29.5,-7.696,1244.1,43.785
10389405,25.7,-10.6,1399.33,50.547
10259333,25.5,-10.8,1399.33,50.547
10013980,28.8,-8.5,1469.18,32.137
10308036,31.2,-7,1268.43,36.218
10008848,31.8,-6.996,1166.87,32.389
10442841,25.096,-11.3,1399.33,50.547
10259317,32.3,-5.8,1294.98,26.215
10252302,30.2,-7.8,1311.68,45.556
10290132,31.7,-6.996,1166.87,32.389
10259316,31.096,-6.5,1268.43,36.218
10308037,31.2,-7,1268.43,36.218
10258631,30.2,-7.2,1311.68,45.556
10314100,29.5,-8.1,1244.1,43.785
10010509,29.4,-8.196,1244.1,43.785
10365352,31.3,-7,1268.43,36.218
10308922,31.8,-6.896,1166.87,32.389
10391389,26.5,-9.796,1399.33,50.547
10263496,30.2,-7.196,1311.68,45.556
10030317,31.3,-6.9,1268.43,36.218
10256461,23.2,-13.296,1399.33,50.547
10011814,29.3,-7.896,1469.18,32.137
10325962,22.4,-14.096,1399.33,50.547
10235682,30.3,-7.096,1268.43,36.218
10011235,32.496,-5.6,1294.98,26.215
10341786,25.1,-11.196,1399.33,50.547
10021453,28.4,-8.9,1399.33,50.547
10259300,24.396,-12,1399.33,50.547
10259322,22.5,-13.996,1399.33,50.547
10300214,22.4,-14.096,1399.33,50.547
10457006,30.2,-7.196,1311.68,45.556
10327184,25.6,-10.7,1399.33,50.547
10386497,21.8,-14.696,1525.24,51.268
10259298,31.8,-6.896,1166.87,32.389
10013141,32.496,-5.6,1294.98,26.215
10036694,24.696,-11.7,1399.33,50.547
10236356,31.096,-6.5,1268.43,36.218
10431929,25.696,-10.7,1399.33,50.547
10264443,29.6,-8,1244.1,43.785
10423168,32.496,-5.6,1294.98,26.215
10235686,24.9,-11.4,1399.33,50.547
10111208,28.4,-8.9,1399.33,50.547
10235664,31.2,-7,1268.43,36.218
10527458,30.7,-7.6,1268.43,36.218
10349433,30.7,-7.6,1268.43,36.218
10327185,28.5,-8.8,1399.33,50.547
10263693,31.9,-6.796,1166.87,32.389
10468692,31.6,-7.196,1166.87,32.389
10476068,22.4,-14.096,1399.33,50.547
10294045,31.8,-6.996,1166.87,32.389
10404669,27.4,-9.2,1399.33,50.547
10369466,30.7,-7.6,1268.43,36.218
10539892,31.296,-6.3,1580.72,30.604
10333818,26.7,-9.796,1399.33,50.547
10235667,30.7,-7.6,1268.43,36.218
10400232,30.2,-7.9,1244.1,43.785
10332652,29.4,-8.2,1412.21,26.362
10422498,23.2,-13.296,1399.33,50.547
10352958,22.4,-14.096,1399.33,50.547
10315779,31.9,-5.696,1294.98,26.215
10315058,31.8,-6.996,1166.87,32.389
10375085,30.7,-7.6,1268.43,36.218
10486155,23.2,-13.296,1399.33,50.547
10427729,22.4,-14.096,1399.33,50.547
10503675,24.796,-11.6,1399.33,50.547
10236044,33.7,-23.792,367.09,72.912
10263868,33.5,-24.796,388.96,74.627
10236045,32.8,-24.396,367.09,72.912
10235012,33.3,-24.4,367.09,72.912
10235004,33.8,-23.5,353.85,74.305
10236047,33.8,-23.596,367.09,72.912
10269387,32.8,-24.396,367.09,72.912
10236042,33.2,-24.296,367.09,72.912
10236043,33.4,-23.896,367.09,72.912
10236055,33.496,-24.992,388.96,74.627
10236046,33.8,-23.596,367.09,72.912
10329957,32.8,-24.3,367.09,72.912
10292724,33.5,-24.896,369.45,69.16
10269386,33.3,-23.996,367.09,72.912
10443456,32.9,-24.296,367.09,72.912
10291297,33.9,-23.592,367.09,72.912
10291317,33.9,-23.592,367.09,72.912
10239359,32.8,-25.496,375.67,71.351
10347969,33.9,-23.596,367.09,72.912
10291315,33.9,-23.592,367.09,72.912
10291314,33.5,-23.796,367.09,72.912
10291316,33.9,-23.592,367.09,72.912
10236048,33.7,-23.596,367.09,72.912
10032574,31.2,-16.296,1036.68,91.413
10235835,31.3,-15.3,1036.68,91.413
10035195,31.7,-14.5,1036.68,91.413
10238254,31.1,-15,1036.68,91.413
10039328,31.7,-15.8,1036.68,91.413
10034704,31.3,-15.6,1036.68,91.413
10245164,31.7,-15.8,1036.68,91.413
10272971,31.7,-15.8,1036.68,91.413
10234182,31.6,-15.896,1036.68,91.413
10257890,31.4,-14.4,1002.88,96.432
10266197,31.1,-15,1036.68,91.413
10264336,31.4,-14.4,1002.88,96.432
10000147,31.4,-16.096,1036.68,91.413
10243139,31.6,-15.9,1036.68,91.413
10235836,31.4,-16.1,1036.68,91.413
10019479,31.4,-14.4,1002.88,96.432
10235844,31.3,-15.6,1036.68,91.413
10344553,31.2,-16.296,1036.68,91.413
10306982,31.4,-14.4,1002.88,96.432
10310616,31.6,-15.896,1036.68,91.413
10235841,31.4,-15.5,1036.68,91.413
10276110,31.5,-15.4,1036.68,91.413
10344781,32,-15.5,1036.68,91.413
10295028,31.5,-15.4,1036.68,91.413
10300429,31.8,-15.1,1036.68,91.413
10305108,31.4,-16.1,1036.68,91.413
10295083,31.5,-15.4,1036.68,91.413
10240928,31.5,-16,1036.68,91.413
10276946,31.7,-15.8,1036.68,91.413
10344771,31.4,-14.4,1002.88,96.432
10344762,31.4,-14.4,1002.88,96.432
10344879,31.4,-14.4,1002.88,96.432
10355894,31.4,-14.4,1002.88,96.432
10270881,31.1,-15.5,1036.68,91.413
10346689,31.6,-15.896,1036.68,91.413
10320598,31.5,-15.4,1036.68,91.413
10342415,31.7,-14.5,1002.88,96.432
10344779,31.4,-14.4,1002.88,96.432
10012275,31.4,-16.1,1036.68,91.413
10348791,31.7,-15.8,1036.68,91.413
10294673,31.7,-15.8,1036.68,91.413
10344875,31.4,-14.4,1002.88,96.432
10235837,31.4,-16.096,1036.68,91.413
10406483,31.8,-15.1,1036.68,91.413
10406135,31.7,-14.5,1036.68,91.413
10270879,31.7,-15.8,1036.68,91.413
10324329,31.8,-15.1,1036.68,91.413
10376904,31.6,-15.896,1036.68,91.413
10307663,31.1,-15,1036.68,91.413
10235829,31.4,-14.4,1002.88,96.432
10000482,26.6,-13.2,398.06,382.585
10034294,27.1,-12.7,398.06,382.585
10038157,25.6,-14.296,398.06,382.585
10000879,25.4,-14.4,398.06,382.585
10006702,26.5,-13.3,398.06,382.585
10249415,28.296,-12.3,398.06,382.585
10031540,28.4,-13.2,398.06,382.585
10016688,26.6,-13.2,398.06,382.585
10249416,30.6,-11.6,398.06,382.585
10033225,28.8,-12.8,398.06,382.585
10260669,29,-13,398.06,382.585
10013161,28.996,-11.6,398.06,382.585
10007903,27.7,-12.1,398.06,382.585
10015976,28.896,-12.8,398.06,382.585
10012733,28.296,-12.4,398.06,382.585
10008619,26.6,-13.2,398.06,382.585
10236072,26.5,-13.396,398.06,382.585
10309323,28.8,-12.8,398.06,382.585
10236071,28.296,-12.4,398.06,382.585
10311520,29.5,-12.3,398.06,382.585
10339650,28.5,-13.1,398.06,382.585
10384539,28.8,-12.8,398.06,382.585
10023320,35.9,-1.696,1125.75,2.24
10007467,35.9,-1.7,1125.75,2.24
10236209,35.9,-1.7,1125.75,2.24
10236213,35.9,-1.7,1125.75,2.24
10111657,36,-1.6,1125.75,2.24
10236207,35.9,-1.696,1125.75,2.24
10269694,35.9,-1.696,1125.75,2.24
10451634,36.5,-2.4,1100.79,3.521
10235471,35.7,-20.096,371.66,87.535
10236013,35.7,-20.096,371.66,87.535
10036809,35.7,-20.096,371.66,87.535
10040859,36.2,-19.496,371.66,87.535
10021545,36.2,-19.496,371.66,87.535
10263286,35.7,-20.096,371.66,87.535
10037874,35.7,-20.096,371.66,87.535
10039409,35.7,-19.996,371.66,87.535
10026500,32.3,-19.6,516.43,126.63
10018051,33.8,-18.996,398.68,98.07
10028191,33.296,-18.696,398.68,98.07
10036805,33.7,-19.092,398.68,98.07
10033733,33.7,-19.092,398.68,98.07
10037873,34.7,-19,336.51,86.723
10448920,36,-19.6,367.8,85.603
10312492,33.396,-18.596,398.68,98.07
10354442,36.1,-19.096,355.92,83.447
10028190,33.296,-18.696,398.68,98.07
10333773,33.9,-18.892,398.68,98.07
10236061,33.196,-19.6,398.68,98.07
10042715,27.1,-9.296,1399.33,50.547
10234019,28.2,-8.8,1399.33,50.547
10000685,30,-7.2,1627.12,44.429
10002171,28.896,-8.196,1525.24,51.268
10243771,30.2,-7,1268.43,36.218
10233267,31.7,-5.896,1294.98,26.215
10111322,25.096,-11.3,1399.33,50.547
10002866,31.2,-7,1268.43,36.218
10259284,27,-9.3,1399.33,50.547
10259229,32.3,-5.3,1294.98,26.215
10111932,31.2,-6.996,1268.43,36.218
10026407,30.996,-6.996,1311.68,45.556
10040734,32.6,-6.5,1294.98,26.215
10012354,30.2,-7,1268.43,36.218
10264089,25.096,-11.3,1399.33,50.547
10030861,30.5,-6.7,1268.43,36.218
10040730,31.1,-6.196,1580.72,30.604
10259853,31.196,-6.4,1580.72,30.604
10036684,25.096,-11.3,1399.33,50.547
10305945,32.6,-6.5,1294.98,26.215
10015520,31.096,-6.896,1311.68,45.556
10234282,29.8,-7.396,1627.12,44.429
10259336,29.6,-7.6,1627.12,44.429
10111797,28.8,-8.2,1525.24,51.268
10250846,25.096,-11.3,1399.33,50.547
10241040,31,-6.2,1580.72,30.604
10111984,31.3,-6.3,1580.72,30.604
10033590,32.3,-5.3,1294.98,26.215
10235587,31.2,-7.4,1268.43,36.218
10111542,31.2,-6.396,1580.72,30.604
10029217,31.4,-5.8,1294.98,26.215
10235562,31.8,-5.9,1294.98,26.215
10262146,29.8,-7.396,1627.12,44.429
10032533,30.5,-6.7,1268.43,36.218
10351769,27,-9.3,1399.33,50.547
10253465,29.8,-7.2,1627.12,44.429
10235564,32.3,-5.4,1294.98,26.215
10111449,32.6,-6.5,1294.98,26.215
10274659,24.996,-11.4,1399.33,50.547
10042717,27.4,-9.2,1399.33,50.547
10008524,31.296,-6.3,1580.72,30.604
10040735,32.2,-6.4,1143.27,28.133
10033605,31.6,-7,1268.43,36.218
10258642,30.396,-6.8,1268.43,36.218
10098025,21.9,-14.596,1525.24,51.268
10037737,32.2,-6.4,1143.27,28.133
10033596,29.6,-7.6,1627.12,44.429
10318501,30.5,-6.7,1268.43,36.218
10255292,32.596,-6.596,1143.27,28.133
10260022,31.4,-5.8,1294.98,26.215
10278112,29.8,-7.396,1627.12,44.429
10265630,29.8,-7.396,1627.12,44.429
10033607,32.3,-6.6,1143.27,28.133
10235691,31.7,-5.9,1294.98,26.215
10280663,31.8,-5.9,1294.98,26.215
10111624,32.696,-6.496,1294.98,26.215
10010713,31.196,-6.4,1580.72,30.604
10242506,24.9,-11.4,1399.33,50.547
10266181,30.5,-6.7,1268.43,36.218
10292939,28.896,-8.196,1525.24,51.268
10111792,31.8,-6.896,1166.87,32.389
10111329,33.296,-5.7,1294.98,26.215
10279123,28.8,-8.2,1525.24,51.268
10284971,31.1,-6.196,1580.72,30.604
10042714,29.5,-7.7,1627.12,44.429
10260510,32.596,-6.596,1143.27,28.133
10258633,30.596,-6.6,1268.43,36.218
10270730,30.5,-6.7,1268.43,36.218
10235575,31.8,-6.996,1166.87,32.389
10039311,30.8,-7.096,1311.68,45.556
10245065,31.5,-6.1,1580.72,30.604
10353236,31.196,-6.4,1580.72,30.604
10276323,24.8,-11.5,1399.33,50.547
10235696,31.7,-6.9,1268.43,36.218
10235671,31.4,-7.2,1268.43,36.218
10038786,31.3,-6.896,1268.43,36.218
10306112,30.296,-6.9,1268.43,36.218
10234202,30.5,-6.7,1268.43,36.218
10294985,31.6,-7,1268.43,36.218
10012885,30.2,-7,1268.43,36.218
10011050,32.9,-5.6,1253.91,17.871
10008136,31.296,-6.3,1580.72,30.604
10235590,31.5,-5.796,1294.98,26.215
10111543,29.7,-6.8,1619.94,34.405
10028074,30.996,-6.996,1311.68,45.556
10111867,32.596,-6.596,1143.27,28.133
10244630,31.4,-5.8,1294.98,26.215
10030871,31,-6.896,1311.68,45.556
10030854,31.3,-6.4,1580.72,30.604
10033603,31.9,-6.7,1268.43,36.218
10235689,31.3,-6.4,1580.72,30.604
10030856,31.3,-6.4,1580.72,30.604
10242204,31,-6.2,1580.72,30.604
10349553,31.7,-5.9,1294.98,26.215
10299002,30.996,-6.996,1311.68,45.556
10235566,30.5,-6.7,1268.43,36.218
10112071,30.8,-7.096,1311.68,45.556
10111114,32.896,-5.2,1393.29,17.388
10259293,24.996,-11.4,1399.33,50.547
10235663,30.5,-6.7,1268.43,36.218
10235661,31.8,-5.8,1294.98,26.215
10259290,24.9,-11.4,1399.33,50.547
10293410,31.496,-6.1,1580.72,30.604
10253852,32.3,-5.3,1294.98,26.215
10270198,32.9,-5.6,1253.91,17.871
10270658,30.9,-6.996,1311.68,45.556
10235153,31.196,-6.4,1580.72,30.604
10002998,32.596,-6.596,1294.98,26.215
10111793,30.696,-7.296,1311.68,45.556
10111113,32.9,-5.6,1253.91,17.871
10318533,29.8,-7.2,1627.12,44.429
10111112,31.3,-6.296,1580.72,30.604
10111498,31.096,-6.896,1311.68,45.556
10111685,31.6,-6,1294.98,26.215
10037739,31.6,-7,1268.43,36.218
10235579,30.8,-7.096,1311.68,45.556
10030321,30.2,-7.196,1311.68,45.556
10269553,31,-6.2,1580.72,30.604
10005838,31.4,-6.196,1580.72,30.604
10038790,31,-7.3,1183.44,44.023
10434946,32.6,-6.5,1294.98,26.215
10405760,31.1,-6.1,1580.72,30.604
10040718,32.896,-5.2,1393.29,17.388
10317135,31.696,-5.9,1294.98,26.215
10266258,32.9,-5.6,1253.91,17.871
10245187,31.296,-6.3,1580.72,30.604
10396656,31.1,-6.1,1580.72,30.604
10340048,33.296,-5.7,1294.98,26.215
10410103,31.5,-6.2,1580.72,30.604
10339384,32.3,-5.3,1294.98,26.215
10253863,31,-6.2,1580.72,30.604
10028060,31.7,-5.896,1294.98,26.215
10235670,31.196,-6.4,1580.72,30.604
10391724,31.2,-6.396,1580.72,30.604
10111520,31,-6.596,1580.72,30.604
